query,intent
王一博深夜发文回应代言争议,entertainment
欧盟公布5月CPI数据，同比下降1.5%,finance
刘亦菲翻唱沈腾经典歌曲走红网络,entertainment
电视剧《知否2》热播，豆瓣评分高达7.8,entertainment
恒生指数今日涨8%，汽车板块领跌,finance
谷歌在上海设立固态电池研究院,technology
章子怡官宣出演文牧野导演新作,entertainment
黄金价格大涨至每盎司2100美元,finance
研究人员利用5G成功实现了零样本学习突破,technology
日元汇率创历史新高，报1.08,finance
招商银行股价跌1.5%，市值突破500亿,finance
东契奇在NBA中打入15球，助湖人取胜,sports
王一博翻唱迪丽热巴经典歌曲走红网络,entertainment
《跑男》嘉宾阵容官宣：章子怡、张译等加盟,entertainment
伊朗与俄罗斯在台海举行联合军演,military
任泽平：预计2027年GDP增速为8%,finance
朱一龙新专辑《花海》首周销量破10万,entertainment
比亚迪宣布投资500亿研发大模型,technology
美国新型巡航导弹亮相武器博览会,military
《孤注一掷》导演曹保平谈创作幕后故事,entertainment
沈腾与沈腾合作新歌《晚风心里吹》上线,entertainment
金鸡奖提名公布：《消失的她2》获1项提名,entertainment
高善文：半导体行业拐点已到，建议关注龙头,finance
法国军方宣布在北极部署自行火炮,military
土耳其新型察打一体无人机亮相武器博览会,military
IPO最新消息：中国石油计划在深交所上市,finance
足球运动在德国越来越受欢迎,sports
伊朗向以色列出售5架运-20,military
日本与日本在波罗的海举行联合军演,military
多家银行下调协议存款利率至8%,finance
巴黎圣日耳曼发布新赛季球衣，设计灵感来源于纽约,sports
京东宣布进军光伏领域，股价大微涨,finance
迪丽热巴深夜发文回应恋情争议,entertainment
亚马逊发行50亿公司债，票面利率2%,finance
爱奇艺独播剧《墨雨云间》口碑爆棚,entertainment
《知否2》大结局收视率破10,entertainment
大疆发布2025年技术趋势白皮书,technology
总统视察澳大利亚军事基地,military
中国移动拟1000亿收购蚂蚁集团医药业务,finance
道琼斯成交量突破50亿，市场情绪回暖,finance
电视剧《狂飙2》热播，豆瓣评分高达8.0,entertainment
OPPO自研云计算芯片流片成功,technology
无人机技术突破：澳大利亚实现超远程精确打击,military
欧盟发布2026全球军力排行榜,military
土耳其成功试射装甲车，射程覆盖12000公里,military
印度战略支援部队举行大规模实弹演习,military
手机系统更新：新增手势控制功能,technology
金鸡奖提名公布：《热辣滚烫》获100项提名,entertainment
文牧野新片入围威尼斯电影���主竞赛单元,entertainment
俄罗斯空军歼-20完成首飞,military
招商银行拟10亿收购华为汽车业务,finance
东契奇荣获2028年度金靴奖,sports
杨紫被曝将参演好莱坞大片,entertainment
白鹿与王一博合作新歌《漠河舞厅》上线,entertainment
阿森纳连续20场不胜，球迷呼吁换帅,sports
剧版《深海2》确认开拍，周迅将出演主角,entertainment
智能音箱系统更新：新增离线模式功能,technology
温网抽签结果出炉，上海申花遭遇皇马,sports
杨紫登上ELLE杂志封面,entertainment
刘煜辉：预计2026年GDP增速为2.5%,finance
吴京在百花奖上获得最佳新人,entertainment
大疆裁员200%，将资源集中到AIGC业务,technology
世界杯决赛将于8月在巴塞罗那举行,sports
迪丽热巴主演的《墨雨云间》正式杀青,entertainment
日本队在亚洲杯中爆冷击败韩国队,sports
印度空军装备20架直-20,military
中国石油拟10亿收购快手军工业务,finance
法国队在英超中爆冷击败美国队,sports
章子怡演唱会杭州站门票100秒售罄,entertainment
阿里发布平板，搭载大模型技术,technology
阿根廷申办2025年法网成功,sports
中国航母北风之神级核潜艇开始海试,military
伊朗与伊朗在中东举行联合军演,military
国防部长视察英国军事基地,military
沈腾新片《飞驰人生3》定档8月，预告片曝光,entertainment
巴基斯坦与英国就印太问题举行军事会谈,military
特斯拉获得500亿融资，估值达100亿美元,technology
特斯拉裁员7000%，将资源集中到混合现实业务,technology
吴京官宣出演贾樟柯导演新作,entertainment
笔记本国行版正式发售，支持手势控制,technology
字母哥宣布从排球退役，职业生涯共获100座冠军,sports
法国与俄罗斯就台海问题举行军事会谈,military
黄渤与杨紫合作新歌《起风了》上线,entertainment
欧冠半决赛：AC米兰对阵勇士,sports
华为CEO任正非宣布智能手表将于1月发布,technology
亚马逊发布一季度财报，营收100亿，同比增长20%,finance
澳网半决赛：上海申花对阵湖人,sports
郑钦文在美洲杯中打入2球，助国际米兰取胜,sports
美元汇率创近一月新低，报1.12,finance
纳达尔复出首秀表现亮眼，贡献5分,sports
伊朗与日本签署军事合作协议,military
篮球运动在英格兰越来越受欢迎,sports
腾讯自研边缘计算芯片流片成功,technology
苹果分红方案公布：每股派2元,finance
华为与三星达成氢能源领域战略合作,technology
中国空军装备2架F-22,military
总参谋长视察德国军事基地,military
中国海军辽宁舰正式服役，排水量达5000吨,military
招商银行获美国政府2000亿补贴,finance
亚洲杯半决赛：尤文图斯对阵勇士,sports
贝林厄姆转会勇士，转会费高达3000万英镑,sports
多特蒙德主教练穆里尼奥因战绩不佳被解雇,sports
百花奖红毯造型盘点：周迅惊艳亮相,entertainment
美洲杯半决赛：利物浦对阵利物浦,sports
电视剧《苍兰诀2》热播，豆瓣评分高达8.8,entertainment
Meta在北京设立云计算研究院,technology
AUKUS峰会讨论中亚安全局势,military
比特币价格突破0.5美元，年内涨幅达80%,finance
电视剧《墨雨云间》热播，豆瓣评分高达9.0,entertainment
中国空军装备50架阵风,military
法国与德国在印太举行联合军演,military
反卫星武器技术突破：日本实现多弹头分导技术,military
医药ETF规模突破1000亿，持续受资金追捧,finance
王一博翻唱章子怡经典歌曲走红网络,entertainment
比特币价格突破5美元，近一周涨幅达50%,finance
以色列空军装备12架轰-20,military
多家银行上调定期存款利率至2.5%,finance
印度维和部队在朝鲜半岛执行任务,military
章子怡登上时尚芭莎杂志封面,entertainment
vivo自研自动驾驶芯片流片成功,technology
白酒基金近近一月暴跌15%，成市场热点,finance
日本6G产业政策出台，扶持力度加大,technology
新能源ETF规模突破2000亿，持续受资金追捧,finance
贝林厄姆复出首秀表现亮眼，贡献10分,sports
电影《八角笼中》票房突破1亿，创爱情片新纪录,entertainment
詹姆斯因违规被禁赛3场,sports
小米获得500亿融资，估值达100亿美元,technology
土耳其成功试射防空系统，射程覆盖12000公里,military
《莲花楼》大结局收视率破20,entertainment
哈兰德宣布从足球退役，职业生涯共获7座冠军,sports
陈思诚新片入围金马奖主竞赛单元,entertainment
吴京在金像奖上获得最受欢迎演员,entertainment
温网2025赛季正式开幕，2支球队参赛,sports
热刺官宣签下日本球星孙兴慜,sports
耳机被曝存在系统卡顿问题，阿里回应将尽快修复,technology
红海局势最新战况：和谈取得进展,military
林毅夫：医药行业拐点已到，建议关注龙头,finance
奥运会决赛将于3月在柏林举行,sports
俄罗斯维和部队在中东执行任务,military
印度空军阵风完成首飞,military
Meta最新芯片正式开售，售价4999元起,technology
剧版《热辣滚烫》确认开拍，张译将出演主角,entertainment
中超最佳阵容公布，东契奇入选,sports
张译与黄渤合作新歌《花海》上线,entertainment
标普500今日微涨15%，消费板块领涨,finance
中超决赛将于10月在北京举行,sports
白鹿官宣出演乌尔善导演新作,entertainment
韩寒新片入围戛纳电影节主竞赛单元,entertainment
电视被曝存在发热问题，微软回应将尽快修复,technology
科创50今日微跌0.5%，汽车板块领涨,finance
澳大利亚研发核潜艇投入1000亿,military
京东获美国政府万亿补贴,finance
隆基绿能宣布进军军工领域，股价大微跌,finance
AUKUS峰会讨论南海安全局势,military
隆基绿能宣布回购10亿股票,finance
法国空军举行大规模实弹演习,military
任泽平解读定向降准：对芯片板块影响几何,finance
C罗复出首秀表现亮眼，贡献5分,sports
央行宣布加息，基准利率上调1个基点,finance
日本AIGC产业政策出台，扶持力度加大,technology
周迅在微博之夜上获得年度人气奖,entertainment
肖战演唱会杭州站门票1秒售罄,entertainment
苹果获得1000亿融资，估值达万亿美元,technology
湖人主场迎���曼联，门票10分钟售罄,sports
巴基斯坦空军装备12架轰-20,military
恒生指数突破3点关口，创年内新高,finance
山东泰山以98:87击败巴黎圣日耳曼，拿下英超冠军,sports
量子计算行业报告：市场规模将在2028年达到200亿,technology
金鸡奖提名公布：《八角笼中》获15项提名,entertainment
分析人士：印度在中东的军事存在持续增强,military
马斯克加入小米，负责区块链业务,technology
社保基金一季度增持军工股，持仓曝光,finance
谷爱凌带伤上阵，北京国安惜败勇士,sports
阿里在上海设立量子计算研究院,technology
无人机国行版正式发售，支持隔空投送,technology
山东泰山青训小将郑钦文一战成名,sports
社保基金一季度增持银行股，持仓曝光,finance
俄罗斯海军阿利伯克级驱逐舰正式服役，排水量达20000吨,military
华为最新手机正式开售，售价3999元起,technology
